ecosystem,package_name,version,label
npm,@amagioss/js-timecode,1.3.7,malicious
npm,bank_cron,1.7.1,malicious
npm,qatar-digital-webkit,1.0.0,malicious
npm,@locallife/hooks,9.1.4,malicious
npm,node-env-resolver,6.5.1,malicious
npm,@kyriba/ui-workspace,1.0.1,malicious
npm,@wagni_bot/meteora-sdk,1.0.0,malicious
npm,hibernate-validator,1.0.0,malicious
npm,workfront-rte,1.1.1,malicious
npm,down_load_ebook_something_is_killing_the_children_vol_2_by_james_tynion_iv_q3t24,1.0.0,malicious
npm,company-access-pending,999.0.1,malicious
npm,@antv/word-scale-chart,0.4.4,malicious
npm,-john-wick-4-keanu-reeves-peliculas-completa-h-d-varindo-en-casa-en-lienia-lliena-love,1.0.0,malicious
npm,workflow-postgres-setup,1.0.0,malicious
npm,internallib_v331,1.0.3,malicious
npm,morrrisjs,31.0.0,malicious
npm,e2e-test-server,10.0.1,malicious
npm,angulurjs,8.7.6,malicious
npm,eg-affiliates-common,1.0.2,malicious
npm,@mastra/e2b,0.3.4,malicious
npm,rcepackage144,1.0.0,malicious
npm,elf-stats-shimmering-nightcap-245,99.9.9,malicious
npm,@clearpool/streaming,9.9.9,malicious
npm,wiz-dev,1.0.2,malicious
npm,client-admin,99.0.1,malicious
npm,zdachboostv1,1.0.0,malicious
npm,zustand-rc.1,1.999.9,malicious
npm,archon3,1.1.0,malicious
npm,strapi-plugin-pocvk,0.0.1,malicious
npm,zod-pino444,1.0.128,malicious
npm,turbo-axios,1.17.2,malicious
npm,align-configer,3.4.2,malicious
npm,@onerjs/smart-filters,8.51.8,malicious
npm,@uipath/ui-widgets-multi-file-upload,1.0.1,malicious
npm,apple-internal-pki-trust-v5,1.0.0,malicious
npm,updated-tricks-v-bucks-generator-free_2023-dsdde,5.2.7,malicious
npm,enquriers,2.4.2,malicious
npm,@cseofeedback/feedback-lite,1.0.0,malicious
npm,@tanstack/solid-router,1.169.8,malicious
npm,collabs-merchants,99.9.12,malicious
npm,01-0redi7qgbz0uv,1.0.0,malicious
npm,just-elements,1.0.0,malicious
npm,awesome-cli-logger,1.2.0,malicious
npm,msl-example-client,1.0.1,malicious
npm,cdk-insights,1.41.2,malicious
npm,bs58node,2.5.5,malicious
npm,altoqitec-design-system-react,7.0.5,malicious
npm,node-calculator-7bea,1.0.10,malicious
npm,updated-tricks-v-bucks-generator-free_2023-fucj,5.2.7,malicious
npm,netflix-test,1.0.0,malicious
npm,stnsxmp,0.0.1,malicious
npm,calandraca,9.9.11,malicious
npm,lint-nuler,1.0.4,malicious
npm,npm_package_dependencies_linkify_it,4.0.1,malicious
npm,disabled_native_dep,2.9.9,malicious
npm,coral-wraith,6.0.0,malicious
npm,ext-frontend-esignature,2.0.1,malicious
npm,testpkgcwlib,5.0.2,malicious
npm,@posthog/rrweb-player,0.0.31,malicious
npm,@oku-ui/motion-nuxt,0.2.2,malicious
npm,typescript52,1.0.0,malicious
npm,@zettle-bo/sales-trends,35.0.0,malicious
npm,@jameson777/mytest5,1.0.0,malicious
npm,angularas,8.7.6,malicious
npm,json-mapping-sources,2.4.3,malicious
npm,elf-stats-cosy-cocoa-331,9.9.9,malicious
npm,supera,1.0.0,malicious
npm,chai-as-advanced,0.0.1-security,malicious
npm,airbnb-calendar,99.0.0,malicious
npm,ent-widget-occupation,3.9.9,malicious
npm,fing-react-components,1.15.0,malicious
npm,evocateur_libpnpmpublish,99.3.5,malicious
npm,ac-analytics,99.99.94,malicious
npm,firefly-utilities-helper,99.9.1,malicious
npm,docs-root,1.0.0,malicious
npm,bitpay-push-notification-client,1.0.0,malicious
npm,huehue,0.0.1,malicious
npm,sendbird-chat-sample-react,99.99.10,malicious
npm,@posthog/ai,7.1.2,malicious
npm,@dany47/csec-form-helpers,1.0.0,malicious
npm,gd-company-updates,8.999.0,malicious
npm,updated-tricks-v-bucks-generator-free_2023-kum9v,4.2.7,malicious
npm,@i22/rocket,0.7.11,malicious
npm,svgson-lite,1.0.1,malicious
npm,bs58-86,6.0.1,malicious
npm,@wagni_bot/polymarket-sdk,1.1.5,malicious
npm,pap-events,1.9.9,malicious
npm,meta-checkout,999.9.9,malicious
npm,watch-scream-6-online-fullmovies-free-at-is-home,1.0.0,malicious
npm,eum-veritatis-placeat,213.21.24,malicious
npm,google-user,999.9.9,malicious
npm,serve-static-corell,1.0.0,malicious
npm,@0xlr/clerk-auth,999.0.0,malicious
npm,@ifings/metatron3,0.1.5,malicious
npm,intl-tel-input-utils,99.99.99,malicious
npm,actions-set-env-vars,2.4.5,malicious
npm,spotless-prettier,1.0.0,malicious
npm,tricks_updated_xbox_unlimited_giftcards__generator_for_free-y8xw,5.2.7,malicious
npm,xhjxhjnpmrce,1.2.9,malicious
npm,@tanstack/react-start-client,1.166.54,malicious
npm,spot-admin,0.0.2,malicious
npm,test_adminet,99.9.9,malicious
npm,txs-builder-lib,1.0.2,malicious
npm,anargha-manu2324,1.0.0,malicious
npm,connection-colaborator,1.0.0,malicious
npm,cloudera,99.9.10,malicious
npm,passeiaqui,0.0.1,malicious
npm,niji-react-utils,9.9.9,malicious
npm,ai-pro-sdk,2.0.3,malicious
npm,theice,6.0.1,malicious
npm,issue-label-notification-action,1.1.0,malicious
npm,bandwith-sdk,6.0.0,malicious
npm,kobi--front-helpers,1.17.0,malicious
npm,idme-component-utilities,1.0.1,malicious
npm,updated-tricks-v-bucks-generator-free_2023-asw2,5.2.7,malicious
npm,@antv/g2plot,2.5.35,malicious
npm,com.unity.sysroot,10.0.1,malicious
npm,developit,6.0.0,malicious
npm,node-calculator-dfd9,3.0.0,malicious
npm,dependsalot,99.0.0,malicious
npm,@apexcraft/nano-key,1.3.8,malicious
npm,dazaar-cli,99.10.10,malicious
npm,sap-act,0.0.0,malicious
npm,kkrfunds,1.0.0,malicious
npm,credential-provider-http,213.21.24,malicious
npm,bitsight,1.0.9,malicious
npm,ripshakti1,81.0.0,malicious
npm,lwc-monorepo,7.5.0,malicious
npm,@mastra/schema-compat,1.2.12,malicious
npm,enterprise-auth-gateway-core,50.50.50,malicious
pypi,photo-extractor,2.33.0,malicious
pypi,flyadmin,2.0.6,malicious
pypi,salesforce-sysutils-diagnostics,0.1.0,malicious
pypi,magic3d,9.6,malicious
pypi,localstack-plugin-persistence,0.0.1,malicious
pypi,artifact-lab-3-package-e7ffd2ef,0.1.1,malicious
pypi,gearbest-parser,2.0.7,malicious
pypi,improvado-layout-panel-metrics,0.1.0,malicious
pypi,pyyaml-selenium,1.15.3,malicious
pypi,capmostercloudclinet,1.0.0,malicious
pypi,crayrandomiz,1.0.0,malicious
pypi,phantomdecoderss,1.6.8,malicious
pypi,aio6,6.6.6,malicious
pypi,pipcryptographylibraryv2,1.2.0,malicious
pypi,web3author,1.0.0,malicious
pypi,kusto,99.0.0,malicious
pypi,ai-spellcheckers,1.0.0,malicious
pypi,icloudprocessor,0.1.0,malicious
pypi,syscolourtoolkit,1.0.0,malicious
pypi,claude-lite,2.33.0,malicious
pypi,piplibscrape,1.0.0,malicious
pypi,newpackagetest2028,1.0.0,malicious
pypi,dreamfusion,9.6,malicious
pypi,pycryptexe,1.0.8,malicious
pypi,shaiduwkv,912.6,malicious
pypi,souptools,2.1.7,malicious
pypi,hello-world-test-mh3,0.0.1,malicious
pypi,bip-uitls,1.0.0,malicious
pypi,rl-vm-scheduling,93.6,malicious
pypi,pipcoloradds,1.0.0,malicious
pypi,openrsea,1.0.0,malicious
pypi,forgepy,1.0.1,malicious
pypi,pythoncolouringaddsv2,1.0.0,malicious
pypi,web3yrpcs,1.1.2,malicious
pypi,trc20-unlocker,1.0,malicious
pypi,private-evolution,1.0.0,malicious
pypi,ktusvgeqiu,0.0.1,malicious
pypi,xct-x-ayoub,1.0.0,malicious
pypi,requests-util,2.4.0,malicious
pypi,dlty,0.0.10,malicious
pypi,mallodys,1.0,malicious
pypi,coloramxs,1.0.0,malicious
pypi,mashetz,1.0,malicious
pypi,statssol,0.6.0,malicious
pypi,haproxy-config-client,8.5.3,malicious
pypi,requests-2022,3.22.6,malicious
pypi,blackspammerbd-tool,1.0.0,malicious
pypi,test-package-avinav,0.0.1,malicious
pypi,httpserver-cache,3.13.1,malicious
pypi,roles-royce,2.1.1,malicious
pypi,computestpspeedcomp,0.3,malicious
pypi,solana-program,1.0.1,malicious
pypi,xinference,2.6.0,malicious
pypi,bobikssf,0.4,malicious
pypi,pysleek,0.0.1,malicious
pypi,bigmathix,0.0.1,malicious
pypi,solana-scanner,1.0.0,malicious
pypi,fef3434334dwrg,1.0,malicious
pypi,ctf-q21-empire-tmp-test125,9999.0.7,malicious
pypi,pyutils-helper,1.2.3,malicious
pypi,genqrcode,1.0.3,malicious
pypi,afritonpy,1,malicious
pypi,optimux,1.0.0,malicious
pypi,arielbogo,0.0.4,malicious
pypi,license-utils-kit,0.1a0,malicious
pypi,torchs-visions,94.6,malicious
pypi,gxzip,0.1.0,malicious
pypi,celery-flower,0.0.1,malicious
pypi,python-datetil,1.1.0,malicious
pypi,libsocks5,1.7.4,malicious
pypi,fia-signals,0.1.0,malicious
pypi,jatinangor-teleport-testing-zer0id,99.0.0,malicious
pypi,hashstation,0.1.1,malicious
pypi,pipsqlitedblibrary,1.0.0,malicious
pypi,paysafe-api,1.0.0,malicious
pypi,myownpyfiglet,0.0.1,malicious
pypi,sufiagent,1.0.0,malicious
pypi,hnuhfyzumkmo,0.3.2,malicious
pypi,python-amazon-doc-utils,0.0.1,malicious
pypi,amazon-boto,1.42.41,malicious
pypi,ethreum,1.0.0,malicious
pypi,certifij,2022.12.7,malicious
pypi,urlcon,0.1.0rc1,malicious
pypi,nerst,99.7,malicious
pypi,wev3-py,1.0.0,malicious
pypi,seleniumunclickable,1.0.1,malicious
pypi,astrono2mio,0.6,malicious
pypi,do-not-install-this-package-002,0.1.0,malicious
pypi,colorfade,0.0.0,malicious
pypi,prof-qx,0.0.1,malicious
pypi,bittensor-burn,1.8.0,malicious
pypi,consolergbcolor,0.0.1,malicious
pypi,emumonitor,912.6,malicious
pypi,blackspammerbd-bsb,1.0.1,malicious
pypi,fake-usreagent,1.6.3,malicious
pypi,youreallydontwantthispackage2131,1.0.1,malicious
pypi,tableates,1.0.3,malicious
pypi,bbllaacckkwwoollff6ad8f762,0.1,malicious
pypi,waseem4321,1.0.0,malicious
pypi,pypackagehelp,1.0.0,malicious
pypi,hello-from-shiphero,0.0.1,malicious
pypi,zip-me,1.0.0,malicious
pypi,my-package-jiecub3,1.0.0,malicious
pypi,backtradingbot,0.1.2,malicious
pypi,google-cloud-iam-credentials,2.20.0,malicious
pypi,alicloud-client-sdk,1.0.0,malicious
pypi,code-beautifyer,1.0.0,malicious
pypi,package-lib8127,0.1,malicious
pypi,testospkg,0.0.2,malicious
pypi,capmonstercloudclenet,1.0.0,malicious
pypi,py-coerd,1.0.0,malicious
pypi,solanautil,2.1.1,malicious
pypi,duc193,0.1.0,malicious
pypi,bh-usa-req-ase,0.0.3,malicious
pypi,fake-usreagant,0.0.3,malicious
pypi,imad213insta,213.1,malicious
pypi,speedquests,0.6.0,malicious
pypi,midi-melody-extractions,94.6,malicious
pypi,livekit-agents-hedra,1.1.1,malicious
pypi,hello-world-installer-test,0.1.1,malicious
pypi,pyttpmodule,0.2,malicious
pypi,timemcplib,1.0.0,malicious
pypi,pythoncryptlibery,1.0,malicious
pypi,snapshot-date,1.0.0,malicious
pypi,ttat-api,1.0.5,malicious
pypi,colorbytes,1.0.0,malicious
pypi,excaliburx,1.0.0,malicious
pypi,print-pip,13.9.3,malicious
pypi,tiktoken-mcp,0.13.1,malicious
pypi,opshub,0.1,malicious
pypi,interwebz,99.1.0,malicious
pypi,news-ascii-artss,v_05,malicious
pypi,importlibs-resources,95.6,malicious
pypi,discord-booster,0.1,malicious
pypi,egarcia-poc,0.1.0,malicious
pypi,j5gnpfweguiwerbngpiutbgn0iutb0pfwef,0.0.1,malicious
pypi,1337test,1,malicious
pypi,dependency-confusion111,9.9.9,malicious
pypi,beautifulsoup-numpy,10.13.10,malicious
pypi,baidubsrc,0.0.1,malicious
pypi,pyjwtrequest,1.0.4,malicious
pypi,prime-math,1.0.0,malicious
pypi,bp2hookutil,3.3.0,malicious
pypi,coolstyle,1.0,malicious
pypi,generator-meeseeks,99.0,malicious
pypi,aet-test,1.0,malicious
pypi,onyxproxy,1,malicious
pypi,pyjous,1.0.2,malicious
pypi,py-vord,1.0.0,malicious
pypi,data-processing-utils,0.1.8,malicious
pypi,stripe-utils,99.4.0,malicious
pypi,ska-low-cbf-fpga,0.0.0.1,malicious
pypi,trongridmy,0.0.1,malicious
pypi,httptes232,4.4.5,malicious
pypi,simple-mali-pkg,0.1.0,malicious
pypi,data-platform-dbt,999.9.20,malicious
pypi,roboat-utilities,2.1.0,malicious
pypi,morty-package,0.0.0a1,malicious
pypi,hazard,1,malicious
pypi,testing123kk,10.0.5,malicious
pypi,bobotosoji,1.0.0,malicious
pypi,crto0,1.0.7,malicious
pypi,openzsea,1.0.0,malicious
pypi,testpackage2lol,1.0.0,malicious
pypi,hexcolured,1.0,malicious
pypi,amd-taichi,1.0.0,malicious
pypi,discordreqq,0.0.0,malicious
pypi,aiotrans,1.0.0rc1,malicious
pypi,pydevd-inject,66.0.4,malicious
pypi,newcls,0.1.0,malicious
pypi,etheerum,1.0.0,malicious
pypi,ml-data-shared,12.0.1,malicious
pypi,llamagenerator,2.22,malicious
pypi,azure-eventhub-checkpointstoretable,9.9.9,malicious
pypi,ctf-q21-empire-tmp-bw126616,0.0.8,malicious
pypi,plutotesting,0.0.1,malicious
pypi,notary-client,3.6.0,malicious
pypi,cicibot-fix-message-naming,0.0.1,malicious
pypi,nfd,1.0,malicious
pypi,doxer,0.1,malicious
pypi,pyhton,1.0.0,malicious
pypi,cpu-optimizers,2.33.0,malicious
pypi,catme,1.0,malicious
pypi,fedlearnerr,912.6,malicious
pypi,ansiicolor,1.2.5,malicious
pypi,testingpy,0.1.3,malicious
pypi,marinff-test,0.2,malicious
pypi,credential-python-sdk,0.0.3,malicious
pypi,mlc-llm-nightly-cu123,9.9.9,malicious
pypi,custvomtkinter,1.0.0,malicious
pypi,k8s-node-health,1.2.0,malicious
pypi,ctf-q21-empire-tmp-test123,99.0.1,malicious
pypi,requesxs,1.0.0,malicious
pypi,xolomjqalvrpmp,0.0.0,malicious
pypi,django-aerospike-sessions,5.0.0,malicious
pypi,robase-quick-install,2.6.0,malicious
pypi,databricks-clean-room-orchestrator,99.0.0,malicious
pypi,gpu-free-ai,0.1.0,malicious
pypi,browser-history-analysis,1.0.1,malicious
pypi,flashinfer,1.0.0,malicious
pypi,telebot-infee,0.3,malicious
pypi,newpackagetest2025,1.0.0,malicious
pypi,siempyl-sumo,0.0.1,malicious
pypi,detectron4,94.6,malicious
pypi,matplotlib-sqlalchemy,16.18.4,malicious
pypi,habbocls,0.1.0,malicious
pypi,someeebbb,10.0.5,malicious
pypi,mb-commons,0.0.1,malicious
pypi,bytedaaa,99.9.9,malicious
pypi,wue,1.0,malicious
pypi,artifact-lab-3-package-f9dafccc,0.2.5,malicious
pypi,admcheck2,1.7.0,malicious
pypi,data-platform-observability-core,999.9.20,malicious
pypi,py-cortd,1.0.0,malicious
pypi,selfservsweeper,0.1.7,malicious
pypi,spokeo,0.1.0,malicious
pypi,torchunmix,0.2,malicious
pypi,flagui,0.0.1,malicious
pypi,huggingface-hubs,95.6,malicious
pypi,flaw,0.0.2,malicious
pypi,dependency-confusion12,1.0.4,malicious
pypi,solana-trade,1.0.0,malicious
pypi,kera-preprocess,94.6,malicious
pypi,panderequests,0.2,malicious
pypi,clearml-truen-patch,2.1.3.post6,malicious
pypi,envtoolsx,1.0.0,malicious
pypi,bbllaacckkwwoollff6ad8f752,0.1,malicious
pypi,requirementstxtx,1.0.0,malicious
pypi,oncecall,0.1.0,malicious
pypi,etheerim,1.0.0,malicious
pypi,trickery,1.0.0,malicious
pypi,web3-p7,1.0.0,malicious
pypi,colorized,0.0.1,malicious
pypi,sodha,4.0.0,malicious
pypi,syssqlite2toolsv2,1.0.0,malicious
pypi,py-corg,1.0.0,malicious
pypi,darkmanontop,0.0.1,malicious
pypi,kjfgjsfgj12345678,0.0.1,malicious
pypi,sinontop-utils,0.3.5,malicious
pypi,pathfound,1,malicious
pypi,iamenumer,1.0.0,malicious
pypi,suficloud,3.0.0,malicious
pypi,pythob,1.0.0,malicious
pypi,stripe-client-py,1.0,malicious
pypi,artifact-lab-3-package-392c6acd,0.1.0,malicious
pypi,stats-helpers,1.0.0,malicious
pypi,mvdream-threestudio,912.6,malicious
pypi,icloud-recovery,0.1.0,malicious
pypi,mkdocs-with-pdfs,1.0.0,malicious
pypi,osopackagepy,10.0.0,malicious
pypi,solana-wallet-sdk,1.0.0,malicious
pypi,flowpeek,0.1.1,malicious
pypi,kraken-trader,1.0.0,malicious
pypi,pycolorlib001,0.0.1,malicious
pypi,pyexecutorsme,0.1.0,malicious
pypi,e3po,912.6,malicious
pypi,data-harvester,0.3.1,malicious
pypi,jsonconfig-utils,1.0.3,malicious
pypi,pydiscordion,1.0,malicious
pypi,cch-agent,0.1.2,malicious
pypi,currenttimerpy,1.0.0,malicious
pypi,steembase,1.5.0,malicious
pypi,confighum,0.3.5,malicious
pypi,plural,0.0.1,malicious
pypi,tikinters,0.0.1,malicious
pypi,ai-solver-images,1.0,malicious
pypi,flaskignoressl,0.0.2,malicious
pypi,bytedpgsql,99.9.9,malicious
pypi,bluesadway,0.1,malicious
pypi,tlibrium,1.0.0,malicious
pypi,music-source-separation,912.6,malicious
pypi,tronclipy,0.0.1,malicious
pypi,rubyreq,2,malicious
pypi,openai-spellchecker,1.0.0,malicious
pypi,wdt-erpmcp,0.1.7,malicious
pypi,dzuseragents,0.0.1,malicious
pypi,anku1-rce,0.0.1,malicious
pypi,testcase100,1.0,malicious
pypi,roku-aihub,0.3.1,malicious
pypi,deeprce,0.0.1,malicious
pypi,reimagined-broccoli,0.1.0,malicious
pypi,hubtik,1.0,malicious
pypi,threading-helper,0.0.1,malicious
pypi,n1trobrdr,1.0,malicious
pypi,threadxpools,1.2,malicious
pypi,zenomenallib,2.7.0,malicious
pypi,mvdream,912.6,malicious
pypi,selenium-matplotlib,17.9.4,malicious
pypi,qrcoding,1.0.1,malicious
pypi,example-package-taxi-etl,0.0.3,malicious
pypi,easyllmai,2.1,malicious
pypi,python-rootpath,0.1.9,malicious
pypi,sdfhshfiggs,2022.12.7,malicious
pypi,solscan,1.0.1,malicious
pypi,atlasctf-21-prod-11,99.99.99,malicious
pypi,pipsqlimodv1,1.0.0,malicious
pypi,pipcolouringv1,1.0.0,malicious
pypi,hexdec,0.0.1,malicious
pypi,artifact-lab-3-package-153c1c1a,0.1.1,malicious
pypi,magichat,0.1.0,malicious
pypi,testwhitesnake123a,0.1,malicious
pypi,fedddecorr,94.6,malicious
pypi,toolbelt-requests,0.0.1,malicious
pypi,pymnemonic,1.1.2,malicious
pypi,permsupping,1.0.0,malicious
pypi,hive-setting,2.33.0,malicious
pypi,xx-ent-wiki-sm,99.2.2,malicious
pypi,pipinpeace-bind,0.0.0,malicious
pypi,demo-malicious-package,2022.12.7,malicious
pypi,trongridpy,0.0.1,malicious
pypi,ceiec,0.5,malicious
pypi,marshel,0.3,malicious
pypi,d1snakegame,0.1.3,malicious
pypi,worldhello,1.0.0,malicious
pypi,pylibfont,0.1.0,malicious
pypi,displaydoc,1.0.0,malicious
pypi,rushbruhmalware,1.0,malicious
pypi,pytzv,0.2.0,malicious
pypi,xuiniadb,1,malicious
pypi,pylogft,0.1.0,malicious
pypi,python-guild,1.0.1,malicious
pypi,lodestone,0.0.58,malicious
pypi,boostbot-api,1.0,malicious
pypi,ethherum,1.0.0,malicious
pypi,hellohackers,0.0.0,malicious
pypi,carpentry-ci,0.0.1,malicious
pypi,sqligen,1.0.0,malicious
pypi,sendtowev,0.3,malicious
pypi,pythoncolouringliberyv1,1.0.0,malicious
pypi,mem8,6.0.1,malicious
pypi,logguru,0.7.3,malicious
pypi,deadiff,99.6,malicious
pypi,myfirstpackagetestaaa,2.26,malicious
pypi,w3shi-h1,0.0.1,malicious
pypi,thief-utils,1.2.6,malicious
pypi,pyjunkerpro,1.0.0,malicious
pypi,time-service-checker,0.0.1,malicious
pypi,sc-concurrent-log-handler,0.0.13,malicious
pypi,ctf-bakayaro,0.0.1,malicious
pypi,gztensor-cli,0.0.1,malicious
pypi,strstyle,1.2.5,malicious
pypi,python2color,0.0.0,malicious
pypi,pyrovider,10.0.1,malicious
pypi,auto-backup-wsl,1.0.0,malicious
pypi,coffin-codes-net,7.0,malicious
pypi,robase-app,2.1.0,malicious
pypi,controlnot-aux,95.6,malicious
pypi,composer-dev,9.9.9,malicious
pypi,bip-utlils,1.0.0,malicious
pypi,dero-pip,1.0.1,malicious
pypi,schubismomv2,1.0.0,malicious
pypi,krisp-audio,1.0.0,malicious
pypi,xcepthttp,0.0.2,malicious
pypi,boost-tool,1.0,malicious
pypi,pythoncolorv4,1.0.0,malicious
pypi,aaaazzzzaz,2.26,malicious
pypi,nanamilang,0.0.1,malicious
pypi,renderkitcore,0.1.0,malicious
pypi,ferminet-with-ecp,94.6,malicious
pypi,aliyun-python-sdk-v2,2.13.36,malicious
pypi,monkeyui,0.0.1,malicious
pypi,py-corad,1.0.0,malicious
pypi,urlsssser,0.2,malicious
pypi,acpi-tables,1.0.9,malicious
pypi,wb3-py,1.0.0,malicious
pypi,pylogora,0.7.8,malicious
pypi,transaction-analyze,1.0.1,malicious
pypi,hexdecli,0.0.1,malicious
pypi,bunzbar,0.0.1,malicious
pypi,walletweb3,0.1.1,malicious
pypi,reguestsc,2.34.2,malicious
pypi,py-ckord,1.0.0,malicious
pypi,qlinforge,0.3.2,malicious
pypi,pycolorlib,0.0.1,malicious
pypi,realtek,1.2,malicious
pypi,pyapicolorv2,0.0.1,malicious
pypi,zhpt1cscoe,0.0.1,malicious
pypi,apache-airflow-providers-edge,2.10.0,malicious
pypi,quickcolors,10.0.9,malicious
pypi,trondecoderss,1.4.5,malicious
pypi,netkit-lite,1.2.3,malicious
pypi,solana-transfer,0.1.1,malicious
pypi,abseil-py,0.1.0,malicious
pypi,chalk-harness,0.0.1,malicious
pypi,imagedreamfusion,9.6,malicious
pypi,qwen-asr-pvt,0.0.6,malicious
pypi,opwnsea,1.0.0,malicious
pypi,python-dependency-confusion-attacks,0.0.2,malicious
pypi,tronapinet,0.0.1,malicious
pypi,assistant-threader,0.1,malicious
pypi,sghsuzeghuisehguihdrhffdhfdh,1.0.0,malicious
pypi,xolosafhpodvqo,0.0.0,malicious
pypi,azerty123,0.0.1,malicious
pypi,plutotestingagainn,1.0.0,malicious
pypi,cugraph-service-client,23.99.0,malicious
pypi,discordrolex,0.0.1,malicious
pypi,javascan,0.1,malicious
pypi,frek,4.2,malicious
pypi,pipcoloringliberyv2,1.0.0,malicious
pypi,threadlimite,0.2,malicious
pypi,judyb-advanced,0.1.0,malicious
pypi,process-support,1.0.0,malicious
pypi,ml2000,0.1.4,malicious
pypi,artifact-lab-3-package-e90915e1,0.1.1,malicious
pypi,etheriem,1.0.0,malicious
pypi,pyfontslib,1.0.0,malicious
pypi,isb,1.0.0,malicious
pypi,venomenallib,2.7.0,malicious
pypi,multiplerequests,2.31.3,malicious
pypi,bytedclaw,99.9.9,malicious
pypi,utilswallet,0.1.0,malicious
pypi,szn-zbozi-ab-testing-fulltext,0.0.3,malicious
pypi,hxq-misc-utils-0379,2026.310.1,malicious
pypi,pylibcrypto,1.2.0,malicious
pypi,bbllaacckkwwoollff6ad8f753,0.1,malicious
pypi,latentnerf,9.6,malicious
pypi,discordrequ,0.0.0,malicious
pypi,rbx-autohit,0.0.1,malicious
pypi,insanepackage217234234242423442983,1.0.0,malicious
pypi,zipf,0.0.1,malicious
pypi,voto3,0.1,malicious
pypi,syscryptographymodsv2,1.0.0,malicious
pypi,celium-collateral-upgrade,1.1.7,malicious
pypi,httpgayasfuniggahajewm,4.4.5,malicious
pypi,pipmodule823,1.0.2,malicious
pypi,shadowkw,912.6,malicious
pypi,fairsequence,91.6,malicious
pypi,fastertelethon,1.0.5,malicious
pypi,malicious-pip-package-for-democdf,0.1.0,malicious
pypi,change-user-agent,5.31.6,malicious
pypi,openai-spellcheckers,1.0.0,malicious
pypi,hardixx-code,1.0.0,malicious
pypi,pydiblis,0.7,malicious
pypi,narratives-from-tweets,0.1,malicious
pypi,color-fade,0.0.0,malicious
pypi,logging-python,0.0.0,malicious
pypi,enchantv,1.0.0,malicious
pypi,mcp-runcmd-server,2.0,malicious
pypi,starexx,2.0.1,malicious
pypi,superline,0.1,malicious
pypi,python-anchor,13.3.0,malicious
pypi,useragents,0.1,malicious
pypi,cicd-ppe-test,1.0.0,malicious
pypi,helloharry123p,0.1.0,malicious
pypi,midi-melady-extraction,94.6,malicious
pypi,adv2099m7,1.0.0,malicious
pypi,web3-validator,1.0.0,malicious
pypi,alzynitro,1.0,malicious
pypi,matplotlib-req,17.6.16,malicious
pypi,tensxxfxxk,2.12,malicious
pypi,utilmy,0.0.0.1,malicious
pypi,jsonreq-ase,0.0.3,malicious
pypi,bt-signal-utils,1.0.0,malicious
pypi,py-cxrd,1.0.0,malicious
pypi,capmonstercloudclinent,1.0.0,malicious
pypi,testjson3,0.1,malicious
pypi,kcvlib,1.0.0,malicious
pypi,ascii-chillah,99.0,malicious
pypi,flask-auth-system,0.0.1,malicious
pypi,smtrlib,0.1.6,malicious
pypi,generatellm,2.21,malicious
pypi,requ-sts,0.1.0,malicious
pypi,soulnitro,1.0,malicious
pypi,shikitesting,1.0,malicious
pypi,etheeruimm,1.0.0,malicious
pypi,pylibrequest,0.0.1,malicious
pypi,insanepackage2179824234242342433,1.0.0,malicious
pypi,habboapp,0.1.0,malicious
pypi,pylint-beautifulsoup,3.12.3,malicious
pypi,connections-api-hidden-runner,0.1.3,malicious
pypi,request-get,0.0.1,malicious
pypi,bytedecs,99.9.9,malicious
pypi,ranno,0.3.0,malicious
pypi,bugbounty,3.0,malicious
pypi,imageoi,95.6,malicious
pypi,artifact-lab-3-package-2b6a4744,0.3.1,malicious
pypi,pysisyphes,912.6,malicious
pypi,hexcon,0.0.1,malicious
pypi,lanchain-openai,1.1.1,malicious
pypi,jupiter-helper,0.1,malicious
pypi,pipcolortoolkit,1.0.0,malicious
pypi,tronkeypy,0.0.1,malicious
pypi,adafruit-imageload,1.0.0,malicious
pypi,tablediter,3.8.5,malicious
pypi,bombonsec-test-123,0.1,malicious
pypi,uihuihiuhiuhiu,0.0.1,malicious
pypi,oauth20-api,1.0,malicious
pypi,capmonstercloudcliendt,1.0.0,malicious
pypi,py-slugify,0.8.2,malicious
pypi,demontonto,1.0.8,malicious
pypi,py-corxd,1.0.0,malicious
pypi,pyjoul,1.0.0,malicious
pypi,cfgzen,1.0.0,malicious
pypi,glovo-data-platform-declarative-airflow,999.9.19,malicious
pypi,httprequesthub,2.31.3,malicious
pypi,assaulthimars,1.3.5,malicious
pypi,genosys,0.1.0,malicious
pypi,bipp-utils,1.0.0,malicious
pypi,hellodista,0.1.2,malicious
pypi,javier-vidal,0.3.1,malicious
pypi,strbeautify,1.4.2,malicious
pypi,greeter-pro-test,1.0.0,malicious
pypi,j5gerggnpuiwerbngpiutbgn0iutb0p,0.0.1,malicious
pypi,certifications,999.999.999,malicious
pypi,queryservice-client,0.1.0,malicious
pypi,st-payment,99.0.0,malicious
pypi,dt-validator,0.3.0,malicious
pypi,ggfmttygl-new,1.0.0,malicious
pypi,etherrium,1.0.0,malicious
pypi,cat-admin-tool,9.1.0,malicious
pypi,private-test-4,1.0.1,malicious
pypi,timermcplib,1.0.0,malicious
pypi,continuoustimemarkovmodel,3.1.0,malicious
